name;short_desc;start;end;location_place;location_state;location_country;location_cont_division;location_cont;location_other;type;field;casualties_low;casualties_high;range_type;dubious;time_bp_start;time_bp_end;duration;generations;curr_year;source;image;long_desc;
Piano;Invented by Bartolomeo Cristofori in Italy around 1700;1700;2023;;;Italy;;;;Event;History;;;;;323;0;323;16;2023;https://en.wikipedia.org/wiki/Piano;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ad/Pianoforte_Cristofori_1720.jpg/1920px-Pianoforte_Cristofori_1720.jpg;;
Saint Petersburg founded;;1703;;;;Saint Petersburg;;;;Event;History;;;;;320;;;16;2023;https://en.wikipedia.org/wiki/Saint_Petersburg#:~:text=Founded-,27%C2%A0May%C2%A01703,-%5B3%5D;https://upload.wikimedia.org/wikipedia/commons/thumb/3/30/Russia_Saint_Petersburg_locator_map.svg/1920px-Russia_Saint_Petersburg_locator_map.svg.png;;
Benjamin Franklin;;1706;1790;Boston;Massachussetts;United States;;North America;;Person;History;;;;;317;233;84;15;2023;https://en.wikipedia.org/wiki/Benjamin_Franklin;https://upload.wikimedia.org/wikipedia/commons/thumb/8/87/Joseph_Siffrein_Duplessis_-_Benjamin_Franklin_-_Google_Art_Project.jpg/1920px-Joseph_Siffrein_Duplessis_-_Benjamin_Franklin_-_Google_Art_Project.jpg;;
Leonhard Euler;;1707;1783;;;Basel;;;;Person;History;;;;;316;240;76;15;2023;https://en.wikipedia.org/wiki/Leonhard_Euler;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Leonhard_Euler_-_edit1.jpg/1920px-Leonhard_Euler_-_edit1.jpg;;
David Hume;;1711;1776;;;Edinburgh;;;;Person;History;;;;;312;247;65;15;2023;https://en.wikipedia.org/wiki/David_Hume;https://upload.wikimedia.org/wikipedia/commons/e/ea/Painting_of_David_Hume.jpg;;
Jean-Jacques Rousseau;;1712;1778;;;Geneva;;;;Person;History;;;;;311;245;66;15;2023;https://en.wikipedia.org/wiki/Jean-Jacques_Rousseau;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b7/Jean-Jacques_Rousseau_%28painted_portrait%29.jpg/440px-Jean-Jacques_Rousseau_%28painted_portrait%29.jpg;;
Freemasonry;;1717;2023;;;World;;;;Event;History;;;;;306;0;306;15;2023;https://en.wikipedia.org/wiki/History_of_Freemasonry;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ac/Square_compasses.svg/1920px-Square_compasses.svg.png;;
Adam Smith;;1723;1790;;;Kirkcaldy;;;;Person;History;;;;;300;233;67;15;2023;https://en.wikipedia.org/wiki/Adam_Smith;https://upload.wikimedia.org/wikipedia/commons/thumb/4/43/Adam_Smith_The_Muir_portrait.jpg/440px-Adam_Smith_The_Muir_portrait.jpg;;
Immanuel Kant;;1724;1804;;;Prussia;;;;Person;History;;;;;299;219;80;14;2023;https://en.wikipedia.org/wiki/Immanuel_Kant;https://upload.wikimedia.org/wikipedia/commons/f/f2/Kant_gemaelde_3.jpg;;
Great Awakening;Religious revivals (4) in American Christian history;1730;1980;;;United States;;;;Event;History;;;;;293;43;250;14;2023;https://en.wikipedia.org/wiki/Great_Awakening;https://upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Golden_Christian_Cross.svg/1920px-Golden_Christian_Cross.svg.png;;
James Watt;;1736;1819;;;Greenrock;;;;Person;History;;;;;287;204;83;14;2023;https://en.wikipedia.org/wiki/James_Watt;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Watt_James_von_Breda.jpg/440px-Watt_James_von_Breda.jpg;;
Classical music;;1750;1820;;;Europe;;;;Period;History;;;;;273;203;70;13;2023;;;;
Wolfgang Amadeus Mozart;;1756;1791;;;Salzburg;;;;Person;History;;;;;267;232;35;13;2023;https://en.wikipedia.org/wiki/Wolfgang_Amadeus_Mozart;https://upload.wikimedia.org/wikipedia/commons/4/47/Croce-Mozart-Detail.jpg;;
Rothschild family;;1760;2023;;;Germany;;Europe;;Family;History;;;;;263;0;263;13;2023;https://en.wikipedia.org/wiki/Rothschild_family;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a8/Great_coat_of_arms_of_Rothschild_family.svg/1920px-Great_coat_of_arms_of_Rothschild_family.svg.png;;
Industrial Revolution;;1760;1840;;;West;;;;Period;History;;;;;263;183;80;13;2023;https://en.wikipedia.org/wiki/Industrial_Revolution;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Powerloom_weaving_in_1835.jpg/1920px-Powerloom_weaving_in_1835.jpg;;
Catherine the Great;;1762;1796;;;Russia;;;;Person;History;;;;;261;227;34;13;2023;https://en.wikipedia.org/wiki/Catherine_the_Great;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Portrait_of_Empress_Catherine_II.jpg/1920px-Portrait_of_Empress_Catherine_II.jpg;;
American Revolution;;1765;1791;;;United States;;;;Event;History;;;;;258;232;26;12;2023;https://en.wikipedia.org/wiki/American_Revolution;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f9/Declaration_of_Independence_%281819%29%2C_by_John_Trumbull.jpg/1920px-Declaration_of_Independence_%281819%29%2C_by_John_Trumbull.jpg;;
Napoleon Bonaparte;;1769;1821;;;Ajaccio;;;;Person;History;;;;;254;202;52;12;2023;https://en.wikipedia.org/wiki/Napoleon;https://upload.wikimedia.org/wikipedia/commons/thumb/5/50/Jacques-Louis_David_-_The_Emperor_Napoleon_in_His_Study_at_the_Tuileries_-_Google_Art_Project.jpg/1280px-Jacques-Louis_David_-_The_Emperor_Napoleon_in_His_Study_at_the_Tuileries_-_Google_Art_Project.jpg;;
Ludwig van Beethoven;;1770;1827;;;Bonn;;;;Person;History;;;;;253;196;57;12;2023;https://en.wikipedia.org/wiki/Ludwig_van_Beethoven;https://upload.wikimedia.org/wikipedia/commons/6/6f/Beethoven.jpg;;
David Ricardo;;1772;1823;;;London;;;;Person;History;;;;;251;200;51;12;2023;https://en.wikipedia.org/wiki/David_Ricardo;https://upload.wikimedia.org/wikipedia/commons/d/dc/Portrait_of_David_Ricardo_by_Thomas_Phillips.jpg;;
American Revolutionary War;;1775;1783;;;United States;;;;Event;History;;;;;248;240;8;12;2023;https://en.wikipedia.org/wiki/American_Revolutionary_War;https://upload.wikimedia.org/wikipedia/commons/2/22/Revolutionary_War_%28collage%29.jpg;;
United States Declaration of Independence;;1776;;;;United States;;;;Event;History;;;;;247;;;12;2023;https://en.wikipedia.org/wiki/United_States_Declaration_of_Independence;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8f/United_States_Declaration_of_Independence.jpg/1920px-United_States_Declaration_of_Independence.jpg;;
French Revolution;;1789;1799;;;France;;;;Event;History;;;;;234;224;10;11;2023;https://en.wikipedia.org/wiki/French_Revolution;https://upload.wikimedia.org/wikipedia/commons/thumb/5/57/Anonymous_-_Prise_de_la_Bastille.jpg/1920px-Anonymous_-_Prise_de_la_Bastille.jpg;;
George Washington (in office);;1789;1797;;;United States;;;;Person;History;;;;;234;226;8;11;2023;https://en.wikipedia.org/wiki/George_Washington;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg/440px-Gilbert_Stuart_Williamstown_Portrait_of_George_Washington.jpg;;
Jean-François Champollion;Founder of Egyptology and decipherer of Egyptian hieroglyphs;1790;1832;;;France;;;;Person;History;;;;;233;191;42;11;2023;https://en.wikipedia.org/wiki/Jean-Fran%C3%A7ois_Champollion;https://upload.wikimedia.org/wikipedia/commons/thumb/2/21/Jean-Fran%C3%A7ois_Champollion%2C_by_L%C3%A9on_Cogniet.jpg/1920px-Jean-Fran%C3%A7ois_Champollion%2C_by_L%C3%A9on_Cogniet.jpg;;
Haitian Revolution;;1791;1804;;;Haiti;;;;Event;History;;;;;232;219;13;11;2023;https://en.wikipedia.org/wiki/Haitian_Revolution;https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/Revolucion_Haitiana.png/1920px-Revolucion_Haitiana.png;;
Romantic music;;1800;1910;;;Europe;;;;Period;History;;;;;223;113;110;11;2023;;;;
Thomas Jefferson (in office);;1801;1809;;;United States;;;;Person;History;;;;;222;214;8;11;2023;https://en.wikipedia.org/wiki/Thomas_Jefferson;https://upload.wikimedia.org/wikipedia/commons/b/b1/Official_Presidential_portrait_of_Thomas_Jefferson_%28by_Rembrandt_Peale%2C_1800%29%28cropped%29.jpg;;
Napoleonic France;;1804;1815;;;Europe;;;;Unit;History;;;;;219;208;11;10;2023;https://en.wikipedia.org/wiki/First_French_Empire;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/French_Empire_%281812%29.svg/1920px-French_Empire_%281812%29.svg.png;;
Abraham Lincoln;;1809;1865;;;Hodgenville;;;;Person;History;;;;;214;158;56;10;2023;https://en.wikipedia.org/wiki/Abraham_Lincoln;https://upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Abraham_Lincoln_O-77_matte_collodion_print.jpg/1920px-Abraham_Lincoln_O-77_matte_collodion_print.jpg;;
Charles Darwin;;1809;1882;;;Shrewsbury;;;;Person;History;;;;;214;141;73;10;2023;https://en.wikipedia.org/wiki/Charles_Darwin;https://upload.wikimedia.org/wikipedia/commons/thumb/2/2e/Charles_Darwin_seated_crop.jpg/1920px-Charles_Darwin_seated_crop.jpg;;
French invasion of Russia;;1812;;;;Russia;;;;Event;History;;;;;211;;;10;2023;https://en.wikipedia.org/wiki/French_invasion_of_Russia;https://upload.wikimedia.org/wikipedia/commons/5/55/French_invasion_of_Russia_collage.jpg;;
Karl Marx;;1818;1883;;;Trier;;;;Person;History;;;;;205;140;65;10;2023;https://en.wikipedia.org/wiki/Karl_Marx;https://upload.wikimedia.org/wikipedia/commons/d/d4/Karl_Marx_001.jpg;;
Fyodor Dostoevsky;;1821;1881;;;Moscow;;;;Person;History;;;;;202;142;60;10;2023;https://en.wikipedia.org/wiki/Fyodor_Dostoevsky;https://upload.wikimedia.org/wikipedia/commons/thumb/7/78/Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg/1920px-Vasily_Perov_-_%D0%9F%D0%BE%D1%80%D1%82%D1%80%D0%B5%D1%82_%D0%A4.%D0%9C.%D0%94%D0%BE%D1%81%D1%82%D0%BE%D0%B5%D0%B2%D1%81%D0%BA%D0%BE%D0%B3%D0%BE_-_Google_Art_Project.jpg;;
Louis Pasteur;;1822;1895;;;Dole;;;;Person;History;;;;;201;128;73;10;2023;https://en.wikipedia.org/wiki/Louis_Pasteur;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a6/Louis_Pasteur%2C_foto_av_Paul_Nadar%2C_Crisco_edit.jpg/1920px-Louis_Pasteur%2C_foto_av_Paul_Nadar%2C_Crisco_edit.jpg;;
Book of Mormon;The Book of Mormon is published;1830;;;;New York;;;;Event;History;;;;;193;;;9;2023;https://en.wikipedia.org/wiki/Book_of_Mormon;https://upload.wikimedia.org/wikipedia/commons/e/e5/Mormon-book.jpg;;
Victorian era;;1837;1901;;;England;;;;Period;History;;;;;186;122;64;9;2023;https://en.wikipedia.org/wiki/Victorian_era;https://upload.wikimedia.org/wikipedia/commons/thumb/d/de/Queen_Victoria_-_Winterhalter_1859.jpg/1280px-Queen_Victoria_-_Winterhalter_1859.jpg;;
Pyotr Ilyich Tchaikovsky;;1840;1893;;;Votkinsk;;;;Person;History;;;;;183;130;53;9;2023;https://en.wikipedia.org/wiki/Pyotr_Ilyich_Tchaikovsky;https://upload.wikimedia.org/wikipedia/commons/2/20/Tchaikovsky_by_Reutlinger_%28cropped%29.jpg;;
Friedrich Nietzsche;;1844;1900;;;Röcken;;;;Person;History;;;;;179;123;56;8;2023;https://en.wikipedia.org/wiki/Friedrich_Nietzsche;https://upload.wikimedia.org/wikipedia/commons/1/1b/Nietzsche187a.jpg;;
Thomas Edison;;1847;1931;;;Milan, OH;;;;Person;History;;;;;176;92;84;8;2023;https://en.wikipedia.org/wiki/Thomas_Edison;https://upload.wikimedia.org/wikipedia/commons/thumb/9/9d/Thomas_Edison2.jpg/1920px-Thomas_Edison2.jpg;;
First-wave feminism;;1848;1920;;;;;;;Movement;Politics;;;;;175;103;72;8;2023;;;;
Nikola Tesla;;1856;1943;;;Smiljan;;;;Person;History;;;;;167;80;87;8;2023;https://en.wikipedia.org/wiki/Nikola_Tesla;https://upload.wikimedia.org/wikipedia/commons/7/79/Tesla_circa_1890.jpeg;;
Sigmund Freud;;1856;1939;;;Moravia;;;;Person;History;;;;;167;84;83;8;2023;https://en.wikipedia.org/wiki/Sigmund_Freud;https://upload.wikimedia.org/wikipedia/commons/3/36/Sigmund_Freud%2C_by_Max_Halberstadt_%28cropped%29.jpg;;
American Civil War;;1861;1865;;;United States;;;;Event;History;;;;;162;158;4;8;2023;https://en.wikipedia.org/wiki/American_Civil_War;https://upload.wikimedia.org/wikipedia/commons/c/c7/CivilWarUSAColl.png;;
Ku Klux Klan;;1865;2023;;;United States;;;;Organization;History;;;;;158;0;158;7;2023;https://en.wikipedia.org/wiki/Ku_Klux_Klan;https://upload.wikimedia.org/wikipedia/commons/0/0d/KKK_night_rally_in_Chicago_c1920_cph.3b12355.jpg;;
Sun Yat-sen;"""Father of the [Chinese] Nation""";1866;1925;;;Southern China;;;;Person;History;;;;;157;98;59;7;2023;;;;
Austria-Hungary;;1867;1918;;;Central Europe;;;;Unit;History;;;;;156;105;51;7;2023;https://en.wikipedia.org/wiki/Austria-Hungary;https://upload.wikimedia.org/wikipedia/commons/thumb/0/06/Austro-Hungarian_Monarchy_%281914%29.svg/1920px-Austro-Hungarian_Monarchy_%281914%29.svg.png;;
Marie Curie;;1867;1934;;;Warsaw;;;;Person;History;;;;;156;89;67;7;2023;https://en.wikipedia.org/wiki/Marie_Curie;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c8/Marie_Curie_c._1920s.jpg/440px-Marie_Curie_c._1920s.jpg;;
;Meiji Restoration: the return of imperial rule to Japan (Emperor Meiji);1868;;;;Japan;;;;Event;History;;;;;155;;;7;2023;;;;
;Meiji era: rapid industrialization of Japan;1868;1912;;;Japan;;;;Event;History;;;;;155;111;44;7;2023;;;;
Grigori Rasputin;;1869;1916;;;Russia;;;;Person;History;;;;;154;107;47;7;2023;https://en.wikipedia.org/wiki/Grigori_Rasputin;https://upload.wikimedia.org/wikipedia/commons/thumb/7/71/Rasputin_PA.jpg/1920px-Rasputin_PA.jpg;;
Vladimir Lenin;;1870;1924;;;Ulyanovsk;;;;Person;History;;;;;153;99;54;7;2023;https://en.wikipedia.org/wiki/Vladimir_Lenin;https://upload.wikimedia.org/wikipedia/commons/1/17/Vladimir_Lenin.jpg;;
Gilded Age;;1870;1900;;;United States;;;;Period;History;;;;;153;123;30;7;2023;https://en.wikipedia.org/wiki/Gilded_Age;https://upload.wikimedia.org/wikipedia/commons/thumb/9/99/Health_and_pleasure_on_America%27s_greatest_railroad.._%281890%29_%2814574212178%29.jpg/1920px-Health_and_pleasure_on_America%27s_greatest_railroad.._%281890%29_%2814574212178%29.jpg;;
German Empire;;1871;1918;;;Germany;;;;Unit;History;;;;;152;105;47;7;2023;https://en.wikipedia.org/wiki/German_Empire;https://upload.wikimedia.org/wikipedia/commons/thumb/b/ba/German_Empire_1914.svg/1920px-German_Empire_1914.svg.png;;
Joseph Stalin;;1878;1953;;;Georgia;;;;Person;History;;;;;145;70;75;7;2023;https://en.wikipedia.org/wiki/Joseph_Stalin;https://upload.wikimedia.org/wikipedia/commons/4/43/Stalin_Full_Image.jpg;;
Albert Einstein;;1879;1955;;;Ulm;;;;Person;History;;;;;144;68;76;7;2023;https://en.wikipedia.org/wiki/Albert_Einstein;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/Einstein_1921_by_F_Schmutzer_-_restoration.jpg/1920px-Einstein_1921_by_F_Schmutzer_-_restoration.jpg;;
Ludwig von Mises;;1881;1973;;;Lemberg;;;;Person;History;;;;;142;50;92;7;2023;https://en.wikipedia.org/wiki/Ludwig_von_Mises;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f0/Ludwig_von_Mises.jpg/1920px-Ludwig_von_Mises.jpg;;
John Mynard Keynes;;1883;1946;;;Cambridge;;;;Person;History;;;;;140;77;63;7;2023;https://en.wikipedia.org/wiki/John_Maynard_Keynes;https://upload.wikimedia.org/wikipedia/commons/0/04/Keynes_1933.jpg;;
Rubber terror;1.5-13 million dead;1885;1908;;;DR Congo;;;;Event;History;;;;;138;115;23;6;2023;https://en.wikipedia.org/wiki/Atrocities_in_the_Congo_Free_State;https://upload.wikimedia.org/wikipedia/commons/5/52/MutilatedChildrenFromCongo.jpg;;
Adolf Hitler;;1889;1945;;;Braunau am Inn;;;;Person;History;;;;;134;78;56;6;2023;https://en.wikipedia.org/wiki/Adolf_Hitler;https://upload.wikimedia.org/wikipedia/commons/e/e1/Hitler_portrait_crop.jpg;;
Modernist music;;1890;1975;;;Europe;;;;Period;History;;;;;133;48;85;6;2023;;;;
Impressionist music;;1890;1930;;;Europe;;;;Period;History;;;;;133;93;40;6;2023;;;;
Summer Olympic Games;;1896;2023;;;World;;;;Event;History;;;;;127;0;127;6;2023;https://en.wikipedia.org/wiki/Summer_Olympic_Games;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5c/Olympic_rings_without_rims.svg/1920px-Olympic_rings_without_rims.svg.png;;
Friedrich Hayek;;1899;1992;;;Vienna;;;;Person;History;;;;;124;31;93;6;2023;https://en.wikipedia.org/wiki/Friedrich_Hayek;https://upload.wikimedia.org/wikipedia/commons/7/7f/Friedrich_Hayek_portrait.jpg;;
Expressionist music;;1900;1930;;;Europe;;;;Period;History;;;;;123;93;30;6;2023;;;;
Theodore Roosevelt (in office);;1901;1909;;;United States;;;;Person;History;;;;;122;114;8;6;2023;https://en.wikipedia.org/wiki/Theodore_Roosevelt;https://upload.wikimedia.org/wikipedia/commons/thumb/6/64/President_Roosevelt_-_Pach_Bros_%28cropped%29.jpg/1920px-President_Roosevelt_-_Pach_Bros_%28cropped%29.jpg;;
Karl Popper;;1902;1994;;;Vienna;;;;Person;History;;;;;121;29;92;6;2023;https://en.wikipedia.org/wiki/Karl_Popper;https://upload.wikimedia.org/wikipedia/commons/4/43/Karl_Popper.jpg;;
Bolsheviks;;1903;1952;;;Russia;;;;Faction;History;;;;;120;71;49;6;2023;https://en.wikipedia.org/wiki/Bolsheviks;https://upload.wikimedia.org/wikipedia/commons/0/00/Presidium_of_the_9th_Congress_of_the_Russian_Communist_Party_%28Bolsheviks%29.jpg;;
Mensheviks;;1903;1921;;;Russia;;;;Faction;History;;;;;120;102;18;6;2023;https://en.wikipedia.org/wiki/Mensheviks;https://upload.wikimedia.org/wikipedia/commons/0/0d/Mensevikii.jpg;;
Ayn Rand;;1905;1982;;;Saint Petersburg;;;;Person;History;;;;;118;41;77;5;2023;https://en.wikipedia.org/wiki/Ayn_Rand;https://upload.wikimedia.org/wikipedia/commons/b/b1/Ayn_Rand_%281943_Talbot_portrait%29.jpg;;
Alan Turing;;1912;1954;;;London;;;;Person;History;;;;;111;69;42;5;2023;https://en.wikipedia.org/wiki/Alan_Turing;https://upload.wikimedia.org/wikipedia/commons/a/a1/Alan_Turing_Aged_16.jpg;;
Milton Friedman;;1912;2006;;;Brooklyn;;;;Person;History;;;;;111;17;94;5;2023;https://en.wikipedia.org/wiki/Milton_Friedman;https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Portrait_of_Milton_Friedman.jpg/1920px-Portrait_of_Milton_Friedman.jpg;;
Titanic;;1912;;;;World;;;;Event;History;;;;;111;;;5;2023;https://en.wikipedia.org/wiki/Titanic;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/RMS_Titanic_3.jpg/1920px-RMS_Titanic_3.jpg;;
Woodrow Wilson (in office);;1913;1921;;;United States;;;;Person;History;;;;;110;102;8;5;2023;https://en.wikipedia.org/wiki/Woodrow_Wilson;https://upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Thomas_Woodrow_Wilson%2C_Harris_%26_Ewing_bw_photo_portrait%2C_1919_%28cropped%29.jpg/1920px-Thomas_Woodrow_Wilson%2C_Harris_%26_Ewing_bw_photo_portrait%2C_1919_%28cropped%29.jpg;;
World War I;;1914;1918;;;Europe;;;;Event;History;;;;;109;105;4;5;2023;https://en.wikipedia.org/wiki/World_War_I;https://upload.wikimedia.org/wikipedia/commons/f/fa/Cheshire_Regiment_trench_Somme_1916.jpg;;
Christmas truce;;1914;;;;;;Europe;;Event;History;;;;;109;;;5;2023;https://en.wikipedia.org/wiki/Christmas_truce;https://upload.wikimedia.org/wikipedia/en/4/42/Illustrated_London_News_-_Christmas_Truce_1914.jpg;;
October Revolution;;1917;;;;Saint Petersburg;;Europe;;Event;History;;;;;106;;;5;2023;https://en.wikipedia.org/wiki/October_Revolution;https://upload.wikimedia.org/wikipedia/commons/b/b4/After_the_capture_of_the_Winter_Palace_26_October_1917.jpg;;
Weimar Republic;;1918;1933;;;Germany;;Europe;;Unit;History;;;;;105;90;15;5;2023;https://en.wikipedia.org/wiki/Weimar_Republic;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Weimar_Republic_1930.svg/1920px-Weimar_Republic_1930.svg.png;;
Spanish flu;;1918;1920;;;World;;;;Event;History;;;;;105;103;2;5;2023;https://en.wikipedia.org/wiki/Spanish_flu;https://upload.wikimedia.org/wikipedia/commons/thumb/2/20/Emergency_hospital_during_Influenza_epidemic%2C_Camp_Funston%2C_Kansas_-_NCP_1603.jpg/1920px-Emergency_hospital_during_Influenza_epidemic%2C_Camp_Funston%2C_Kansas_-_NCP_1603.jpg;;
Yugoslavia;;1918;1992;;;;Balkans;Europe;;Unit;History;;;;;105;31;74;5;2023;https://en.wikipedia.org/wiki/Yugoslavia;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6c/Yugoslavia_location_map.svg/1920px-Yugoslavia_location_map.svg.png;;
Czechoslovakia;;1918;1992;;;;Central Europe;Europe;;Unit;History;;;;;105;31;74;5;2023;https://en.wikipedia.org/wiki/Czechoslovakia;https://upload.wikimedia.org/wikipedia/commons/thumb/7/79/Czechoslovakia_location_map.svg/1920px-Czechoslovakia_location_map.svg.png;;
Treaty of Versailles;;1919;;;;Versailles;;Europe;;Event;History;;;;;104;;;5;2023;https://en.wikipedia.org/wiki/Treaty_of_Versailles;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b8/Treaty_of_Versailles%2C_English_version.jpg/1280px-Treaty_of_Versailles%2C_English_version.jpg;;
Neoclassical music;;1920;1950;;;;;Europe;;Period;History;;;;;103;73;30;5;2023;;;;
League of Nations;;1920;1946;;;World;;;;Organization;History;;;;;103;77;26;5;2023;https://en.wikipedia.org/wiki/League_of_Nations;https://upload.wikimedia.org/wikipedia/commons/c/c0/League_of_Nations_Anachronous_Map.PNG;;
Nazi Party (NSDAP);;1920;1945;;;Germany;;Europe;;Party;History;;;;;103;78;25;5;2023;https://en.wikipedia.org/wiki/Nazi_Party;https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Parteiadler_Nationalsozialistische_Deutsche_Arbeiterpartei_%281933%E2%80%931945%29.svg/1920px-Parteiadler_Nationalsozialistische_Deutsche_Arbeiterpartei_%281933%E2%80%931945%29.svg.png;;
Roaring Twenties;;1920;1929;;;United States;;;;Period;History;;;;;103;94;9;5;2023;https://en.wikipedia.org/wiki/Roaring_Twenties;https://upload.wikimedia.org/wikipedia/commons/4/41/Baker_Charleston.jpg;;
Prohibition;;1920;1933;;;United States;;;;Event;History;;;;;103;90;13;5;2023;https://en.wikipedia.org/wiki/Prohibition_in_the_United_States;https://upload.wikimedia.org/wikipedia/commons/7/7c/Detroit_police_prohibition1.jpg;;
Soviet Union;;1922;1991;;;Soviet Union;;;;Unit;History;;;;;101;32;69;5;2023;https://en.wikipedia.org/wiki/Soviet_Union;https://upload.wikimedia.org/wikipedia/commons/thumb/7/75/Union_of_Soviet_Socialist_Republics_%28orthographic_projection%29.svg/1920px-Union_of_Soviet_Socialist_Republics_%28orthographic_projection%29.svg.png;;
Benito Mussolini (in office);;1922;1943;;;Italy;;;;Person;History;;;;;101;80;21;5;2023;https://en.wikipedia.org/wiki/Benito_Mussolini;https://upload.wikimedia.org/wikipedia/commons/6/67/Mussolini_biografia.jpg;;
Mustafa Kemal Atatürk (in office);;1923;1938;;;Turkey;;;;Person;History;;;;;100;85;15;5;2023;https://en.wikipedia.org/wiki/Mustafa_Kemal_Atat%C3%BCrk;https://upload.wikimedia.org/wikipedia/commons/c/c0/Atat%C3%BCrk_Smokinli.png;;
Fidel Castro;;1926;2016;;;Cuba;;;;Person;History;;;;;97;7;90;4;2023;https://en.wikipedia.org/wiki/Fidel_Castro;https://upload.wikimedia.org/wikipedia/commons/4/4a/Fidel_Castro_1950s.jpg;;
Che Guevara;;1928;1967;;;Argentina;;;;Person;History;;;;;95;56;39;4;2023;https://en.wikipedia.org/wiki/Che_Guevara;https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/CheHigh.jpg/1920px-CheHigh.jpg;;
Great Depression;;1929;1939;;;World;;;;Event;History;;;;;94;84;10;4;2023;https://en.wikipedia.org/wiki/Great_Depression;https://upload.wikimedia.org/wikipedia/commons/thumb/5/54/Lange-MigrantMother02.jpg/1920px-Lange-MigrantMother02.jpg;;
Wall Street Crash of 1929;;1929;;;;United States;;;;Event;History;;;;;94;;;4;2023;https://en.wikipedia.org/wiki/Wall_Street_Crash_of_1929;https://upload.wikimedia.org/wikipedia/commons/e/e1/Crowd_outside_nyse.jpg;;
Martin Luther King Jr.;;1929;1968;;;Atlanta;;;;Person;History;;;;;94;55;39;4;2023;https://en.wikipedia.org/wiki/Martin_Luther_King_Jr.;https://upload.wikimedia.org/wikipedia/commons/0/05/Martin_Luther_King%2C_Jr..jpg;;
FIFA World Cup;;1930;2023;;;World;;;;Event;History;;;;;93;0;93;4;2023;https://en.wikipedia.org/wiki/FIFA_World_Cup;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a1/FIFA_World_Cup_Trophy_%28Jules_Rimet_Trophy%29_at_National_Football_Museum%2C_Manchester_02.jpg/1920px-FIFA_World_Cup_Trophy_%28Jules_Rimet_Trophy%29_at_National_Football_Museum%2C_Manchester_02.jpg;;
Thomas Sowell;;1930;2023;;;Gastonia;;;;Person;History;;;;;93;0;93;4;2023;https://en.wikipedia.org/wiki/Thomas_Sowell;https://upload.wikimedia.org/wikipedia/commons/thumb/4/44/Thomas_Sowell_cropped.jpg/440px-Thomas_Sowell_cropped.jpg;;
FDR (in office);;1933;1945;;;United States;;;;Person;History;;;;;90;78;12;4;2023;https://en.wikipedia.org/wiki/Franklin_D._Roosevelt;https://upload.wikimedia.org/wikipedia/commons/thumb/4/42/FDR_1944_Color_Portrait.jpg/1920px-FDR_1944_Color_Portrait.jpg;;
New Deal;;1933;1939;;;United States;;;;Event;History;;;;;90;84;6;4;2023;https://en.wikipedia.org/wiki/New_Deal;https://upload.wikimedia.org/wikipedia/commons/6/67/NewDeal.jpg;;
Nazi Germany;;1933;1945;;;Europe;;;;Unit;History;;;;;90;78;12;4;2023;https://en.wikipedia.org/wiki/Nazi_Germany;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6f/Greater_German_Reich_%281942%29.svg/1920px-Greater_German_Reich_%281942%29.svg.png;;
World War II;;1939;1945;;;World;;;;Event;History;;;;;84;78;6;4;2023;https://en.wikipedia.org/wiki/World_War_II;https://upload.wikimedia.org/wikipedia/commons/1/10/Bundesarchiv_Bild_101I-646-5188-17%2C_Flugzeuge_Junkers_Ju_87.jpg;;
